,Ticker,Entry Type,Entry Time,Entry Price,Stop Loss,Exit Time,Exit Price,Exit Type
61,BANKNIFTY21FEB35900CE,Long,2021-02-11 09:26:00,752.1,35748.45074999999,2021-02-11 11:13:00,704.75,SL
62,BANKNIFTY21FEB35700PE,Short,2021-02-11 11:35:00,701.0,35820.8851,2021-02-11 11:45:00,662.6,SL
63,BANKNIFTY21FEB35800CE,Long,2021-02-11 14:57:00,710.0,35708.455799999996,2021-02-11 14:58:00,700.25,SL
64,BANKNIFTY21FEB36000PE,Short,2021-02-12 14:12:00,665.65,36144.09150000001,2021-02-12 15:18:00,584.5,SL
65,BANKNIFTY21FEB36700CE,Long,2021-02-15 09:21:00,652.7,36144.37149999999,2021-02-16 11:23:00,994.85,New Trade
66,BANKNIFTY21FEB36600PE,Short,2021-02-16 11:23:00,601.0,37319.4445,2021-02-16 15:03:00,380.0,New Trade
67,BANKNIFTY21FEB36700CE,Long,2021-02-16 15:03:00,636.5,37012.998500000016,2021-02-16 15:07:00,867.7,SL
68,BANKNIFTY21FEB36800PE,Short,2021-02-17 09:53:00,542.0,36963.86100000001,2021-02-17 10:17:00,484.55,SL
69,BANKNIFTY21FEB37100CE,Long,2021-02-17 10:47:00,634.8,36966.718999999975,2021-02-17 13:02:00,547.2,SL
70,BANKNIFTY21FEB36900PE,Short,2021-02-17 13:16:00,511.0,37134.10250000001,2021-02-18 14:50:00,651.25,New Trade
71,BANKNIFTY21FEB37000CE,Long,2021-02-18 14:50:00,478.1,36562.86499999996,2021-02-18 14:52:00,341.6,SL
72,BANKNIFTY21FEB36100PE,Short,2021-02-19 09:26:00,492.5,36514.763749999984,2021-02-19 10:11:00,320.0,SL
73,BANKNIFTY21FEB36700CE,Long,2021-02-19 10:41:00,482.15,36475.49475,2021-02-19 10:50:00,418.4,SL
74,BANKNIFTY21FEB36300PE,Short,2021-02-19 11:19:00,466.1,36473.65850000001,2021-02-19 11:52:00,390.0,SL
75,BANKNIFTY21FEB35800CE,Long,2021-02-22 10:14:00,460.15,35730.6336,2021-02-22 10:15:00,453.65,SL
76,BANKNIFTY21FEB35800PE,Short,2021-02-22 10:21:00,488.0,35908.49975000002,2021-02-22 10:37:00,422.3,SL
77,BANKNIFTY21FEB35400CE,Long,2021-02-23 10:04:00,395.4,35325.16425000001,2021-02-23 11:27:00,358.1,SL
78,BANKNIFTY21FEB35000PE,Short,2021-02-23 11:47:00,345.65,35381.39450000001,2021-02-23 14:57:00,253.0,New Trade
79,BANKNIFTY21FEB35100CE,Long,2021-02-23 14:57:00,314.0,35134.87995,2021-02-23 14:59:00,346.65,SL
80,BANKNIFTY21FEB35000PE,Short,2021-02-23 15:06:00,258.7,35176.623250000004,2021-02-23 15:14:00,244.35,SL
81,BANKNIFTY21FEB35500CE,Long,2021-02-24 09:33:00,236.85,35182.285749999995,2021-02-25 12:02:00,1286.7,New Trade
82,BANKNIFTY21FEB35400PE,Short,2021-02-25 12:02:00,152.0,36915.79274999999,2021-02-25 12:43:00,2.65,SL
83,BANKNIFTY21MAR35200CE,Long,2021-02-26 14:11:00,1254.7,34950.24524999999,2021-02-26 15:01:00,1170.55,SL
84,BANKNIFTY21MAR35100PE,Short,2021-03-01 12:09:00,1188.45,35280.29000000001,2021-03-01 13:02:00,1106.55,SL
85,BANKNIFTY21MAR35400CE,Long,2021-03-01 13:50:00,1194.05,35296.3495,2021-03-01 13:57:00,1163.55,SL
86,BANKNIFTY21MAR35200PE,Short,2021-03-02 11:11:00,1133.25,35427.09,2021-03-02 14:26:00,1106.4,New Trade
87,BANKNIFTY21MAR35300CE,Long,2021-03-02 14:24:00,1088.05,35196.63224999999,2021-03-02 14:29:00,1065.2,SL
88,BANKNIFTY21MAR35700PE,Short,2021-03-04 09:23:00,1037.0,36257.939999999995,2021-03-04 11:52:00,881.4,New Trade
89,BANKNIFTY21MAR35800CE,Long,2021-03-04 11:52:00,1060.0,35854.951249999984,2021-03-04 14:37:00,1257.15,New Trade
90,BANKNIFTY21MAR35700PE,Short,2021-03-04 14:34:00,996.35,36084.1481,2021-03-05 13:00:00,1298.55,New Trade
91,BANKNIFTY21MAR35800CE,Long,2021-03-05 12:59:00,1135.0,35345.3065,2021-03-05 13:00:00,931.85,SL
92,BANKNIFTY21MAR35000PE,Short,2021-03-05 13:55:00,1136.25,35315.88125,2021-03-05 15:28:00,926.05,SL
93,BANKNIFTY21MAR35600CE,Long,2021-03-08 09:23:00,1047.8,35239.694500000005,2021-03-08 10:45:00,860.1,SL
94,BANKNIFTY21MAR35300PE,Short,2021-03-08 11:16:00,979.05,35396.7614,2021-03-08 11:18:00,950.0,SL
95,BANKNIFTY21MAR35500CE,Long,2021-03-08 14:38:00,998.2,35294.13750000001,2021-03-08 15:02:00,938.15,SL
96,BANKNIFTY21MAR35700PE,Short,2021-03-09 13:08:00,887.05,35845.84049999998,2021-03-09 15:10:00,807.9,SL
97,BANKNIFTY21MAR35900CE,Long,2021-03-09 15:19:00,937.05,35771.637749999994,2021-03-10 11:37:00,884.85,New Trade
98,BANKNIFTY21MAR35800PE,Short,2021-03-10 11:39:00,790.15,35980.69475,2021-03-10 13:15:00,704.45,SL
99,BANKNIFTY21MAR36000CE,Long,2021-03-10 13:27:00,828.15,35929.57575,2021-03-10 13:33:00,808.7,SL
100,BANKNIFTY21MAR36100PE,Short,2021-03-12 12:12:00,701.2,36227.3912,2021-03-15 14:03:00,1619.25,New Trade
101,BANKNIFTY21MAR36200CE,Long,2021-03-15 13:58:00,820.15,34572.45125000002,2021-03-15 14:04:00,255.95,SL
102,BANKNIFTY21MAR35000PE,Short,2021-03-16 11:50:00,639.7,35145.53624999998,2021-03-16 12:01:00,565.65,SL
103,BANKNIFTY21MAR35100CE,Long,2021-03-17 11:30:00,688.7,34788.09025000001,2021-03-17 12:07:00,545.95,SL
104,BANKNIFTY21MAR34600PE,Short,2021-03-17 12:41:00,604.0,34787.02125,2021-03-18 09:53:00,521.0,New Trade
105,BANKNIFTY21MAR34700CE,Long,2021-03-18 09:53:00,602.95,34534.76699999997,2021-03-18 10:31:00,554.4,SL
106,BANKNIFTY21MAR34500PE,Short,2021-03-18 11:16:00,554.2,34536.6021,2021-03-18 11:53:00,540.95,SL
107,BANKNIFTY21MAR33900CE,Long,2021-03-19 10:38:00,609.35,33753.06225,2021-03-19 10:45:00,581.0,SL
108,BANKNIFTY21MAR33600PE,Short,2021-03-19 12:06:00,611.9,33761.80749999999,2021-03-19 12:36:00,533.6,SL
109,BANKNIFTY21MAR33900CE,Long,2021-03-19 13:51:00,627.8,33749.88950000001,2021-03-22 10:32:00,537.45,New Trade
110,BANKNIFTY21MAR33800PE,Short,2021-03-22 10:32:00,500.0,33990.01350000001,2021-03-22 15:29:00,496.0,New Trade
111,BANKNIFTY21MAR33900CE,Long,2021-03-22 15:29:00,481.0,33555.115750000004,2021-03-23 12:11:00,384.85,New Trade
112,BANKNIFTY21MAR33800PE,Short,2021-03-23 12:11:00,386.1,33837.67549999999,2021-03-23 12:45:00,359.7,SL
113,BANKNIFTY21MAR33900CE,Long,2021-03-23 13:17:00,396.8,33816.75,2021-03-23 13:20:00,394.8,SL
114,BANKNIFTY21MAR33900PE,Short,2021-03-24 09:44:00,345.0,34013.78249999999,2021-03-24 14:05:00,469.0,New Trade
115,BANKNIFTY21MAR34000CE,Long,2021-03-24 14:05:00,300.0,33535.506499999974,2021-03-24 14:09:00,126.1,SL
